"tweetid","username","created_at","tweet","location","place","classification"
"1285660526178111488","BillieMarsh99","2020-07-21 19:38:50+00:00","Hey you ? Can’t believe that there are only 9 free trials left on our OnlyFans! ? Can’t wait to chat with you all ? Tell us what you wanna see! Lil snap for ya this cheeky Tuesday ? https://t.co/hxVpYdVOPi",,,"positive"
"1285660530917638144","SmileyRose_UK","2020-07-21 19:38:51+00:00","There were a number of petite models when I was younger, it was so much nicer, because petite models represented the majority of the female population in the UK, back then. I am not short, I am just smaller than someone who is lanky.  ?","England, United Kingdom",,"positive"
"1285660605840527360","KaboomChocolaka","2020-07-21 19:39:09+00:00","I love that I was given the opportunity to create a red, white and blue unicorn cupcake! Happy Belated Birthday, Miller!! I filled with Miller’s favorites of gummy bears, Nerds and Sour Patch Kids ?
(Don’t get me… https://t.co/n6wMdjdHDK",,,"positive"
"1285660662572691458","LittleBowBelles","2020-07-21 19:39:23+00:00","Ladies ...

Thankyou to Channon for these fabulous pictures !! 

She has used my 10p bobbles to create this amazing effect and style.

Hair Envy ? Absolutley ❤ https://t.co/Vyi8MwGjYf","Stockton on Tees ",,"positive"
"1285660796509466628","topless_coffee","2020-07-21 19:39:54+00:00","~ Summertime is always the best of what might be ❤ ~
.
.
.
.
#summer #sunset #sommer #sommerzeit #summervibes #sunkissedskin #summertime #happy #glücklich #portrait #portraitphotography #portrait_shots #enjoylife… https://t.co/xTH7uBloXi","London, England",,"positive"
"1285660817732640769","not_ur_sumi","2020-07-21 19:40:00+00:00","Ask Anything?, or drop your name n I will ask one.❤
1-Age
2-Height
3-Your Hobby
4-Qualification
5-Crush Name
6-Favorite Colour
7-Birthday Month ❤
8-Your Weakness
11-Relationship status
12- Good &amp; Bad Habbit
13- Bestie Name
14-Mention Jisey Aap Khona Ni Chaty
15-your ambition",,,"positive"
"1285660818592260096","LivEchoLFC","2020-07-21 19:40:00+00:00","""There will come a time when we are able to celebrate with them and it is massive for us. That is something we will do."" ❤

https://t.co/GmosysUw6d","Liverpool",,"positive"
"1285660819242483712","DanichuThunder","2020-07-21 19:40:00+00:00","Name: Dani Thunder ⚡
Age: 20
Gender: Male
Bisexual:
Friendly, Romantic, Lewd horny.
Dom:61% / Sub52% 

Kicks

group sex
knotting
rubs
pawjobs
rough sex
Excessive Cum 
cocks &amp; pussy
flirting
tail pulling
making out
face sitting

I'm a really Friendly and Sexy Pikachu. ^w^ ❤ https://t.co/rjUCaYouxt",,,"positive"
"1285660823772434433","Max_Living","2020-07-21 19:40:01+00:00","? ? Max Coco Bar is delicious, with a familiar chocolate-coconut taste you will love.
.
? This snack bar has many benefits over the average coconut chocolate bar:
.
? Rich in prebiotic fiber, helping to promote gut health.
? Has a delicious taste and soft, easy-to-chew te","USA & Canada",,"positive"
"1285660829245898752","lice4eva","2020-07-21 19:40:02+00:00","hello im jaehyun from nct and we are back as nct 127 ? we just released a new album with 7 different songs with different colors ? i hope you guys enjoy it and hope to see you soon byeee","she/her",,"positive"
"1285660829459898371","dootdootjoot","2020-07-21 19:40:02+00:00","Ok here’s the room so far I am really liking how this color is turning out ✨ I hope I can move all my stuff in here either by tonight or tomorrow ? https://t.co/IAoeYDeWqw","Green Dolphin Street Jail",,"positive"
"1285660846333603840","TiffanyLynnK89","2020-07-21 19:40:06+00:00","I’m sad I didn’t even get his morning wood in... just hopped off to be called into work. Dammit. Guys are so sexy when they wake up too. Yum. ?","NE Where",,"positive"
"1285660859713429506","KarolinaaLis","2020-07-21 19:40:10+00:00","Summer vibe ❤

#polsihgirl #polskadziewczyna #instagirl #snapchatgirl #instapic #picoftheday #summervibes #summer #tattoo #tattoos #tattoogirl #girlwithtattoos #add #addme #follow https://t.co/Ohr3tWAuOa","Łowicz/Poland",,"positive"
"1285660896501665792","wetherbyhour","2020-07-21 19:40:18+00:00","Go to our profile and click the 3 dots. You will get a list like the one below and click on 'View Lists' you can then choose our #wetherbyhour tweeter list - hope this helps ? x https://t.co/Bv2v85iIzV","Wetherby, West Yorkshire",,"positive"
"1285660907184492544","Appletinies1","2020-07-21 19:40:21+00:00","YES! Our Appletinies do make happy. The taste of organic European apples combined with delicious chocolate ? Try it out for yourself!
#healthsnack #happyfood #foodblogger #chocolatelove #appletinies #quarantinefood #newfood #foodlover https://t.co/LkU5z5Uprh","Palm Springs",,"positive"
"1285660912951623683","nicolehoeck","2020-07-21 19:40:22+00:00","wish I could be one of those girls who had the patience to put on makeup just for pics &amp; whatever bc my ass is always thinking it’s a waste of product but then when I actually look nice for a reason.. 9/10 I’m running late so I don’t have time ?","Syracuse, NY","United States","positive"
"1285660947298824193","bestboydw","2020-07-21 19:40:30+00:00","i feel like i owe you guys an explanation why am i suddenly  bawling my eyes out over how much i'm missing sungjin so here goes 

if i cry then you should too ❤  https://t.co/E4zrCzEZhA"," ｡ﾟ•┈୨ dokults ୧┈•ﾟ｡ | she/her",,"positive"
"1285660950033563650","Dc7073Bloss","2020-07-21 19:40:31+00:00","There have been many celebrities that have passed, but none for me still hurt the most was the loss of Robin Williams ❤
Happy Heavenly Birthday 
#RobinWilliams #birthday #remembering #smile #behappy
#nanoonanoo
https://t.co/Cppdzoz7rz","Lowestoft, England",,"positive"
"1285660984225533952","Trap69Booty","2020-07-21 19:40:39+00:00","Heya check out my big booty out on my page ❤ https://t.co/xTr14PsSMt ?

.
.
.
#onlyFans #onlyfansbabe #onlyfanscreator #onlyfansqueen #Covid_19 #payrise #ToryCorruption https://t.co/U6soHeZCHt","Greece",,"positive"
"1285660989917102081","Corona_Count","2020-07-21 19:40:41+00:00","Update at 19:40 GMT ? 
 
 ?? United Kingdom 
 ? Total Cases  - 295,817
 ? New Cases - 445
 ? Deaths - 45,422
 ? Recovered - N/A
 
 ?? United States 
 ? Total cases  - 3,999,508
 ? New Cases - 38,079
 ? Deaths - 144,584
 ? Recovered - 1,864,408",,,"positive"
"1285660990781128706","Corona_Count","2020-07-21 19:40:41+00:00","?? Italy 
 ? Total cases  - 244,752
 ? New Cases - 128
 ? Deaths - 35,073
 ? Recovered - 197,431 
 
 ?? China 
 ? Total cases  - 83,693
 ? New Cases - 11
 ? Deaths - 4,634
 ? Recovered - 78,817",,,"positive"
"1285661013359112192","Nighatkhan123","2020-07-21 19:40:46+00:00","Always End of the day 
With a positive thoughts. 

No Matter how hard 
Things were 
Tomorrow a fresh 
Opportunity to make 
It better 
#GoodNightTwitterWorld ? https://t.co/kQDHTGIdKO","Uttar Pradesh, India",,"positive"
"1285661034217459712","ehneskay","2020-07-21 19:40:51+00:00","Lol Dora wants to make sure that Ozo suffers for that spec thing. He has already started stuttering and reporting everyone to her. I love it so much. Yaaas my wicked Queen! ❤ ? ?
#bbnlockdown #BBNaija","Uyo, Nigeria",,"positive"
"1285661035194650624","roseysweetus","2020-07-21 19:40:51+00:00","I remember this. Well, I think we’ve been known what and who the problem is. Hopefully Kanye finally see’s it. Moves away from those people(family) in Hollywood. ?",,,"positive"
"1285661050373918727","anditsbeenages","2020-07-21 19:40:55+00:00","i’m: very mad because y’all really get the opportunity to meet louis william tomlinson and what do you do? ask him about harry styles? not about himself? oh ?","???? ? ???? ????",,"positive"
"1285661120355852297","whatlildid","2020-07-21 19:41:12+00:00","you could literally not have posted anything and these vultures would still have been on your back with their propaganda.. our mere existence is a treat to them ??
don't worry about these haters, the world knows what you stand for and the love you always spread! ❤","♕",,"positive"
"1285661202279014400","incelhateacc","2020-07-21 19:41:31+00:00","i bent over to stretch on a tennis court and someone’s ball came over to the court i was on and bounced ON MY COOCHIE !!!!!! and i was like omg hahah ? and then threw it back to him AND COMPLETELY MISSED and threw it farther away from him than it was https://t.co/vMaTjSxzVc",,,"positive"
"1285661206292967429","wetherbyhour","2020-07-21 19:41:32+00:00","It will be like buses, as soon as larger gatherings are allowed you will be glad of this time ? #wetherbyhour #calmbeforethestorm","Wetherby, West Yorkshire",,"positive"
"1285661210373914625","Salman07834965","2020-07-21 19:41:33+00:00","Ever ? ... every rss wala should take burka wali foe this.. we should feed #Hbulls with our burka womens ❤ to watch this pure form of love.... if our religion stop this,  burka women should get help from hstuds.. hbulls are gods for us and burka womens ❤",,,"positive"
"1285661244909916160","Dc7073Bloss","2020-07-21 19:41:41+00:00","#RobinWilliams 
There have been many celebrities that have passed, but none for me still hurt the most was the loss of Robin Williams ❤
Happy Heavenly Birthday 
#RobinWilliams #birthday #remembering #smile #behappy
#nanoonanoo https://t.co/EcdA61AOkC","Lowestoft, England",,"positive"
"1285661325872570368","ashutoshbig","2020-07-21 19:42:01+00:00","Evidently you love my Aamchi Mumbai food the most! ?? and yes I agree, places like Golgappa near AC Market in Kolkata brings amazing memories for me every time I have Pani Poori ?","India",,"positive"
"1285661329689382920","MiDiaFrmScratch","2020-07-21 19:42:02+00:00","Our #NationalTequilaDay is all about fabulous $5 Specials! ?️ ?
This Friday, we'll be serving up House-Infused Tequila Flights, our famous House Margaritas, or Short Jalisco Twisters for only $5. https://t.co/5uO2i5XC3i","Grapevine, Texas",,"positive"
"1285661336836476931","multistagecorre","2020-07-21 19:42:03+00:00","Nasa image:Alie*******
find the anomaly
download:https://t.co/s2vRV9kvdA
 
? ??? ? 
 #UFO
#UFOs
#aliens
#OVNI
? ? ?
via multistagecorre ?
archive on https://t.co/j3cxdxJERE https://t.co/tgvQjoZAly","terran system earth",,"positive"
"1285661412367437824","aricoachapp","2020-07-21 19:42:21+00:00","These 5 min Black bean quesadillas are crispy on the outside and soft on the inside ? getting ready to release updates soon
#aricoachapp #cleaneats https://t.co/iZvrpOrjW0",,,"positive"
"1285661425151680513","blessedwdEXO","2020-07-21 19:42:24+00:00","So a few days ago when i was frealing depressed one time and i started going thru my phn and then i opened the folder of Candy teasers and went thru each and every photo and finally i stopped at this one and then showered him wd ? that he deserves.. my bobohu ❤ https://t.co/GLJR9BKdI5","beyond horizon",,"positive"
"1285661454172131329","LONTDC1","2020-07-21 19:42:31+00:00","Sadly, missing the game tonight. Hope it's AMAZING! And if Howie hits another homer, there better be a full on tweet storm from all of you!!! ? https://t.co/tO47SY1x1G","Nationals Park",,"positive"
"1285661468608921600","TripleGxxx","2020-07-21 19:42:35+00:00","?️ Joel Birkin &amp; Matthieu Pique #FreshMen Sometimes you must take the good with the bad. The good starts with our getting to see Joel and “little Joel” looking for a place he can jerk off in private ?? #TripleGx [RT] ▶ https://t.co/70UwAT8rbq ◀ https://t.co/uoMxRCennN ? v2",,,"positive"
"1285661494886236161","thebasementtan","2020-07-21 19:42:41+00:00","If you guys loved my That Girl costume thread, you may also love my fave Canadian clothing maker. Colourful, high quality (lining, woohoo!), the best-fitted and most-complimented dresses I've ever owned. Apropos of nothing except maybe you need something beautiful right now.","Canada",,"positive"
"1285661508014350342","Inky_Dreams83","2020-07-21 19:42:44+00:00","don’t break the chain ✨
☆彡 lockscreen
☆彡 home screen 
☆彡 last song you listened to?
☆彡 35th photo in ur gallery
☆彡 tag yourself I'm feeling lazy today ❤

https://t.co/Q6cwhSRBvx https://t.co/HZrjSDg2za","she/her, omnisexual",,"positive"
"1285661562481651712","ranchlifejulio","2020-07-21 19:42:57+00:00","Most of them are Raider and Dodger moments for sure. My Lakers have brought me lots of happiness over the years though ?",,,"positive"
"1285661605783642121","LavenderArms","2020-07-21 19:43:07+00:00","Dig in! It’s #NationalJunkFoodDay, so grab a plate and live a little, like Will Ferrell as Buddy in the 2003 feel-good holiday movie, Elf! ? https://t.co/NV69yUXqOB",,,"positive"
"1285661685500567558","AmandaHollanda4","2020-07-21 19:43:26+00:00","Today’s little harvest. So rewarding and satisfying to grow your own veg ? #organic #organicfood #organicveg #greenhouse #veggarden #healthy #HealthyLiving #healthylifestyle #delicious https://t.co/M1ojDRFRTU","Wales, United Kingdom",,"positive"
"1285661690072375299","woonggists","2020-07-21 19:43:28+00:00","ah..... this guy is. a Family friend. all he effectively did just now was turn out all of the electricity in our entire house ? do not even have wifi now ?","s/h 18 halo too u10t",,"positive"
"1285661726713827328","ABYalley","2020-07-21 19:43:36+00:00","In paying for the loan so Ecobank came for the Company because it was assumed they had authorized this loan.
Case went to court and Uri M counter sued Ecobank for negligence of duty and everything ‘sueable’ ?

Well Uri M won their case in court so Ecobank was ordered to pay them",,,"positive"
"1285661747601444866","MpumiMtimkulu","2020-07-21 19:43:41+00:00","He created me in His image, knows me by name, calls me His, kept me as the apple of His eye and will never leave nor forsake me. I'm loved by my God. ❤","Vereeniging, South Africa",,"positive"
"1285661767239110662","whatlildid","2020-07-21 19:43:46+00:00","you could literally not have posted anything and these vultures would still have been on your back with their propaganda.. our mere existence is a threat to them ??
don't worry about these haters, the world knows what you stand for and the love you always spread! ❤","♕",,"positive"
"1285661806363648002","sexylilthaangg","2020-07-21 19:43:55+00:00","I’m so happy ? just to be in a good head space I’m so proud of how I carry myself and how I got through the loss of my godmom. Bitches couldn’t walk a mile in my shoes .",,,"positive"
"1285661809496793094","ICCUsays","2020-07-21 19:43:56+00:00","We hope you are staying safe and healthy! ? Please consider using our many convenient electronic services ? available to you. If you have any questions ❔ or would like help learning to use these options, give us a call! ? https://t.co/lhm0NgLWD8","Mt. Pleasant, Michigan",,"positive"
"1285661835514056706","Pup_Ace_","2020-07-21 19:44:02+00:00","Yewwo every pupper ? thankies so much for 1k followers ?? means a lot to me and want to thank you all, sowwy for the late post ? I was taking care of the new member of my family are new kitten ??

(P.S. have these two pics in one post as a thank you all ?? x) https://t.co/HcbFCs3hjh","Swindon, England",,"positive"
"1285661937465004033","RushforthMike","2020-07-21 19:44:26+00:00","A lone poppy in a field. Had a fun day starting with a bike ride and then paddling pool excitement ( described as a portable swimming pool - even young Tom couldn’t swim in it! ), water pistol fights and happy children, time for Tom to go to sleep now, I won’t be far behind ? https://t.co/04J6JSKecf","Yorkshire and The Humber",,"positive"
"1285661944578441216","NowTransgender","2020-07-21 19:44:28+00:00","And just in case, NYers will make sure your masks are on properly and secure. ? ??
If you want the greatest experience when visiting NYC, I highly recommend you #WearAMask . ❤","Brooklyn, NY",,"positive"
"1285662023175544832","fancy_cat_names","2020-07-21 19:44:47+00:00","I didn't know Walter Brennan could sing!  I can't listen to Neil Sedaka sing ""The Hungry Years"" unless I'm at home, by myself.  The message and the memories just cut too deep.  Other than that, my day is swell.  Waiting for delivery of my new Notorious RBG hoodie &amp; t-shirt!  ?","60657",,"positive"
"1285662023905353729","Rottenplanet","2020-07-21 19:44:47+00:00","So it's Tuesday or as I like to call it Monday Part II. 

Hope all of you are doing well today. It's hot AF here so that drinking lots of water and less clothes. ?",,,"positive"
"1285662062912339976","HappyJackee","2020-07-21 19:44:56+00:00","So many of his movie are classics like Good will hunting,  Dead poets society, Aladdin, Mrs. Doubtfire, Hook, all his stand-up comedy, Mork and Mindy, Patch Adams, Flubber and the list goes on and on. ❤ this man",,,"positive"
"1285662087008616451","rkgfl","2020-07-21 19:45:02+00:00","height / 6’2
shoe size / 12
zodiac sign / sagittarius 
tattoos / 0
piercings / 0
fav color / blue
fav drink / ginger ale ?","the stars",,"positive"
"1285662087256190984","robostopia","2020-07-21 19:45:02+00:00","? Market Cap: $277,269,731,331
? BTC Dominance: 62.25%
❤ BTC: $9,358.83
? ETH: 0.02618427 BTC
? USDT: 0.00010680 BTC
❤ XRP: 0.00002112 BTC
❤ BCH: 0.02454104 BTC
⏰ 21.07.2020 22:42:00
ℹ Powered by #Robostopia","World",,"positive"
"1285662106130493441","NudeGayX","2020-07-21 19:45:07+00:00","From #HelixStudios, where some of the favorite porn actors answer questions from their fans and represent perverse requests! In this issue, Josh Brady &amp; Riley Finch ? ?https://t.co/zY7TNZlr5w? #TripleGxxx https://t.co/9U0NFECYL4 H2 ?",,,"positive"
"1285662109515251716","lilbabycakes","2020-07-21 19:45:08+00:00","Night time can be tricky for new parents. Here are some tips that might just help baby get some good old fashion ? #lilbabycakesdiapercakes #nighttimetips #newparents #newmom #newdad #operationgetbabytosleep #thefirsttimemama #lovetips #sleepbaby #sleepforparents https://t.co/bCe1jhOXZs","Detroit, MI  (Grand Blanc)",,"positive"
"1285662229552128009","jempin515","2020-07-21 19:45:36+00:00","Some highlights (screenshots) from the below story of a Czech rhythmic gymnast turned coach who is now leading the change and a healthy culture over there ❤ https://t.co/caGRtAUzPN","London, England",,"positive"
"1285662249827340288","AmeenKh08016536","2020-07-21 19:45:41+00:00","Oscar winning performance by legendary actor Mati Ullah Jan ❤

He is giving tough competition to actor Showbaz Shareef ?

#DramaQueenMatiullah https://t.co/qatPusuUxc",,,"positive"
"1285662272279531521","naugusta","2020-07-21 19:45:46+00:00","? I guess the gloves are off?  Republican Ted Yoho accosted Rep. Alexandria Ocasio-Cortez with crude language, The Hill reports  https://t.co/vxykHzBFHf","Honolulu, Hawai‘i ✪",,"positive"
"1285662280206745600","PuffworksSnacks","2020-07-21 19:45:48+00:00","No picky eaters here. Puffworks baby organic puffs are made with simple and delicious ingredients. They are gluten free, kosher, and low in sodium. Delicious and nutritious. What more could a parent ask for? ? https://t.co/pPl53dt8lb","Portland, OR",,"positive"
"1285662282006003712","trenchwalls","2020-07-21 19:45:49+00:00","he tried to cut his hair himself and it turned out like peaky blinders hairstyle so now he is wearing a wig and saving it for lt2 era, under the wig peaky blinders haircut is living his best life and waiting for Lt2 ❤","NFR",,"positive"
"1285662293481725960","willcousins1995","2020-07-21 19:45:51+00:00","So today would have been #RobinWilliams 69th birthday...

An absolute legend of the big screen who was taken far too soon.

Forever my favourite actor.

By all accounts a troubled genius with a heart of gold.

With a legacy that will live forever.

Happy birthday to the GOAT ❤ https://t.co/nA2s5UqjCq",,,"positive"
"1285662298208702469","Codv12777","2020-07-21 19:45:53+00:00","So very proud to be an alumni ❤ I literally loved every single minute I spent at this school and all my wonderful and amazingly talented friends?? #GoGriffins #ClassOf1998 
https://t.co/BGPVjh1Yv6",,,"positive"
"1285662309231271936","KashyapRajnish6","2020-07-21 19:45:55+00:00","I miss each and everyday every second may be I can not say but I feel!
You are the day and night ❤
Please Come Back ?? https://t.co/jIBAqmyJAQ","Shahjahanpur, India",,"positive"
"1285662371936116737","rosetteweets","2020-07-21 19:46:10+00:00","That Mamamoo x Seventeen performance is oozing with pure talent! I hope to see more collabs ?

I was reminded of it when I saw this so I streamed it again in YT . Realized that SVT + Mamamoo is literally 17 ❤","Seoul, Republic of Korea",,"positive"
"1285662386725191681","Trap69Booty","2020-07-21 19:46:14+00:00","Find my big butt on here https://t.co/xTr14PsSMt
All my #XXX vids are free when you sub ❤

#onlyfansbabe #onlyfanspages #onlyfanscreator #onlyFans https://t.co/djYMHbME0g","Greece",,"positive"
"1285662388369395713","SharpEy3d","2020-07-21 19:46:14+00:00",""" Lifafa Return "" released in Pakistan after success of #LifafaMir Oscar winning performance by legendary actor Mati Ullah Jan ❤
#DramaQueenMatiullah https://t.co/50deQduxEd",,,"positive"
"1285662396372127747","gqriggss","2020-07-21 19:46:16+00:00","PLEASE SIGN THE PETITION ABOVE THIS TWEET. TAKE A STAND WITH THE SILENCED MUSLIMS. IF U DO NOT SPEAK UP FOR INJUSTICE YOU ARE THE INJUSTICE. It takes less than 5 mins to sign one","ANTI-CYNICKER DOODLE CULT ",,"positive"
"1285662410888613889","leinie_lodge","2020-07-21 19:46:19+00:00","Fill up your free cup ?

Yes, this cup is all yours ? 

How to get yours:
When you spend $50+ &amp; are/become a #LeinieLodge Member by signing up for our newsletters: https://t.co/mNGXTpWLJw ?

Also, enjoy 20% off barware &amp; glassware: https://t.co/JPxnBKszcG ? https://t.co/ZjuwNHZVv6","Chippewa Falls, WI",,"positive"
"1285662465657835520","KathyMa85306909","2020-07-21 19:46:32+00:00","Do you like the way I make love to you sweetheart? Tell me as many specifics as you can think of and I’ll “reward” your every detail!   ?  #windsor https://t.co/edz1kydNZ0",,,"positive"
"1285662469441167360","KelsQi_Books","2020-07-21 19:46:33+00:00","Aaand, Portlanders naked again in weird circumstances. The only shocker is that only one person was naked. Are we sure only one person was naked? ❤ #blm #hometown","Oregon, USA",,"positive"
"1285662492753043457","AshcroftGloria","2020-07-21 19:46:39+00:00","Because they are not pandemic briefings. WH already back peddling what trump is going to do today.  So far as I know, there will be no medical professionals. I personally think it will be an hour of Benedict Donald yanking his chain. ?","AZ",,"positive"
"1285662523631468544","babygir24892391","2020-07-21 19:46:46+00:00","Hope everyone’s having a good Tuesday ? link in bio #onlyfansbabe #prettykitty #bbw #thick #cake #FolloForFolloBack #onlyfanscreator https://t.co/FhgNEOsCxg","Milwaukee, WI",,"positive"
"1285662549359366146","j4syb","2020-07-21 19:46:52+00:00","Saw my cousin today for the first time in months. He'd been in a coma for almost 3 &amp; a half wks bcoz of #COVID1 Seeing him 2day, being able 2 talk 2 him face 2 face, hearing him laugh was so precious ❤ still on the road to recovery, but is doing so well. ? #BlessedAndThankful","England, United Kingdom",,"positive"
"1285662556481294336","kellyarriaga_","2020-07-21 19:46:54+00:00","Height / 5’2
Shoe size / 6 
Zodiac sign / Taurus 
Piercing / 17 
Fave color / black and more Idk 
Fave drink / Malibu",,,"positive"
"1285662617676263426","MapDrinks","2020-07-21 19:47:09+00:00","We made some deliveries earlier today ?
I’m honestly thirsty right now by mere staring at these photos. Have you had a zobo thirst before? ? That’s exactly how I feel right now. https://t.co/eOhGS18P1h","United Kingdom",,"positive"
"1285662618707992576","rachelryderx3","2020-07-21 19:47:09+00:00","Tip Me Tuesdays ?
? Free 2 week trial for a limited time only
? Subscribe &amp; tip?
?xxclusive content 
? sexting &amp; private webcam sessions
? $2 dick ratings 
? fetish friendly 
? accept requests ?
?fans with rebilling on get a BIG SURPRISE ?

https://t.co/YtUHnTs5sy https://t.co/YtJJPQblYy",,,"positive"
"1285662726694592515","_Selphie","2020-07-21 19:47:35+00:00","Got surprised yet again, my parents let me get 2 Switch games as their early present to me! I almost cried ❤ what the hell man, still 8 days away and I'm already spoiled ? https://t.co/IO4th5ESjT","Scotland, United Kingdom",,"positive"
"1285662769057091587","YVESDELUNA","2020-07-21 19:47:45+00:00","I am still amazed by how you love my members and I a lot.. it means so much to us, Jihan. I don't think a thank you would be enough to express how grateful I am being looked up by the prettiest lady. Therefore, I hope this cake would be enough to show how thankful I am. ❤ https://t.co/CvFfUBaiU3","Counterspy | EVE:2405",,"positive"
"1285662773591015425","Androz21139154","2020-07-21 19:47:46+00:00","what kind of dingle nut doesn't think Pokemon, Animal Crossing Mario The Sims Stardew Valley or mobile games aren't real games? last time i checked I can put my copy of Mario Galaxy in my Wii and Pokemon X that is in my 3DS by my bed. Not every game needs to be hardcore.",,,"positive"
"1285662832424624130","FlamesMyOwn","2020-07-21 19:48:00+00:00","I am still very excited and happy to be marrying my best friend one day. I can't wait say to her "" I do,"" she has made a positive impact on me and my little boy. I wouldn't change it for the world. I love you so much, Khole. ❤ https://t.co/Pj1aNIgbBN",,,"positive"
"1285662840892862464","xoyourhighness","2020-07-21 19:48:02+00:00","PSA: the bubonic plague never left after the Black Plague. There’s 1000-3000 confirmed cases yearly &amp; majority of those cases are all treatable with antibiotics. Don’t feed into the media’s games, THERE IS NOTHING TO WORRY ABOUT!!! ?",,,"positive"
"1285662900774985729","tmesswithgranny","2020-07-21 19:48:16+00:00","In english our fullhdcouple ❤ remember  to follow. 
Support each other is in my spirit. It is hard sometimes, but that is something what is natural for ME.
Be yourself,  be proud of your heritage, also the things you do not like in you right now. We come here to learn and live.",,,"positive"
"1285662915480236033","rebecca_synnott","2020-07-21 19:48:20+00:00","No photos of squirrels today or too many sightings but I was lucky enough to spot some deer and stroll along behind this pine marten for a while ? https://t.co/hM2RnTmbyh","Wicklow, Ireland","Ireland","positive"
"1285662980730949634","awquitesy","2020-07-21 19:48:35+00:00","18+ Awquitesy #NSFWvideos

https://t.co/MGCk0dM69y

Thanks 4 the ❤

#BI #TS #GOTHIC #emo #FEMBOY #TRAP  #PANTYHOSE #NYLON #kink #crossdressing
#pride #goth #nylons #LGBT #trans #tgirl #LGBTQ #gay #sissydress #sissy #ladyboy #crossdresser #transvestite #pornhub #dragqueen #femboi https://t.co/qYL2j97dOF",,,"positive"
"1285663041561006080","SabsCandyShop","2020-07-21 19:48:50+00:00","3p.m. - 11p.m. ?

***TACO SPECIAL $2 OFF!***
4 Tacos De Bistek With Cilantro, White Queso Fresco, Avocado &amp; Grilled Onions, Choice of  2 Deep Fried Oreos or a Mini Funnel Cake and Mini Bottle Cola or any can drink for $8!? ?
(Reg. $10) https://t.co/ZJhWeydY8t","Harlingen, TX",,"positive"
"1285663053581824012","reesemwatson","2020-07-21 19:48:53+00:00","Sometimes your mentors will--initially-- appear in your life guised as enemies. If he/she rubs you the wrong way, take a second look! Might very well be the sandpaper you need to undergo necessary polishing and refinement. ❤ #necessarymentors #mentorsarenecessary","Bear, DE",,"positive"
"1285663083021709312","sanattochan","2020-07-21 19:49:00+00:00","dear, love
although i cannot be there 25/8 for you, please do know that you have my full support and love! every each time, every second. you may call me up if there's something bothering you, i promise i'll try my best to help ❤ 

(i'm actually sanafused of how to make a—","andarel, 愛してるよ! ",,"positive"
"1285663084812677120","sanattochan","2020-07-21 19:49:00+00:00","good one like yours before.. but i hope that you'd like it! ?)

even though you have felt better now, i somehow still want to send this song for you. Andrea Miranda's Stellar Sky ? the lyrics is so beautiful and it's also like a reminder for all of us ❤","andarel, 愛してるよ! ",,"positive"
"1285663111660347392","fmcs227","2020-07-21 19:49:06+00:00","What the road to Skyfall looks like in the summer! Today was the first jaunt into the Highlands for 133 days ? ??????? #GlenEtive #Glencoe #Scotland #Highlands #instascotland #insta_scotland #igscotland #ig_scotland… https://t.co/NgMUO3qT9V","Glasgow",,"positive"
"1285663133563006979","AlexTheRatGod","2020-07-21 19:49:12+00:00","Toruu?Oikawas? favorite ?food?is?milk?bread ? His ?personal ? motto ?️ is ✌️ if ✨ your ? gonna ? hit ? it ? hit ? it ? till ? till ? it ❤️ BREAKS? ?","At Blake's place",,"positive"
"1285663155482497026","Lori_Twining","2020-07-21 19:49:17+00:00","So excited to read this one, Samantha! Congratulations on another great Pub Day. Look what arrived at my door this morning... It made it all the way to Canada in a blink! ❤
#preorder #mustread #hammocktime #amreading https://t.co/9Q4phuYltS","Owen Sound, Ontario, Canada",,"positive"
"1285663186054766593","M2003ESC","2020-07-21 19:49:24+00:00","hey so a question to the italian part of the mahmood fandom since the interview isn't available in full outside of italy - could you summarize what else did he say there? would be really thankful ❤","Jarocin, Poland",,"positive"
"1285663196074967045","IbrahimOladayo9","2020-07-21 19:49:27+00:00","1 fact abut those ? is dat most of them know nothing about ds music things look at ds 1, song of 4days ago did dat omo eran https://t.co/CEbv0Dc92w","Some Where In African",,"positive"
"1285663219290382336","Dev_Cnr","2020-07-21 19:49:32+00:00","Undertaking is currently down due to review, I’ll be monitoring the games proformance and send a diagnostics asap! In the meantime we got other games waiting for you ?",,,"positive"
"1285663235774046210","PvPasteCat","2020-07-21 19:49:36+00:00","I wouldn't be kidding if I said this game made me the man I am today. I've met the most impactful people in my life, as well as been through the most colorful, life-altering experiences.

Thank you Splatoon, and thank you, my friends. ❤","Toronto, Ontario",,"positive"
"1285663265738174470","AggiesMinis","2020-07-21 19:49:43+00:00","1:12 scale ice cream with fruits. ?
.
.
.
#miniatures #miniatureicecream #miniaturefruits #dollhousefood #dollhouse #fakefood #tinyworld #miniatureworld #miniaturist #dessert #icecream #summer #coffeeshop #aggiesminiatures","London, England",,"positive"
"1285663284692234240","NorthwoodFC","2020-07-21 19:49:48+00:00","A different #WoodsTeams for you today!!

This is the Supporters' team that played a players and management side back in 1998.....and what a fine squad they look ? https://t.co/KBfaOCCn7X","Northwood, Middlesex, England",,"positive"
